,Instance,Solution
13755,"[16, 9, 0, 16, 7, 2, 19, 13, 2, 14, 3, 15, 9, 16, 16, 0, 6, 0, 0, 0]","[1, 5, 9, 10, 11, 12, 17]"
13756,"[0, 13, 11, 16, 1, 17, 0, 13, 0, 14, 9, 15, 0, 0, 0, 1, 0, 4, 0, 9]","[5, 6, 8, 10, 11, 12, 18]"
13757,"[5, 19, 0, 14, 1, 17, 5, 13, 20, 0, 0, 18, 0, 0, 0, 14, 6, 4, 2, 0]","[7, 8, 17, 18, 19]"
13758,"[5, 13, 0, 0, 1, 2, 0, 0, 2, 14, 20, 0, 8, 4, 0, 0, 0, 4, 2, 0]","[5, 10, 11, 18, 19]"
13759,"[5, 0, 0, 14, 7, 2, 5, 0, 13, 0, 0, 0, 2, 10, 0, 0, 6, 4, 0, 9]","[7, 17, 18, 20]"
13760,"[5, 0, 11, 14, 1, 0, 0, 0, 0, 0, 3, 0, 2, 4, 0, 18, 6, 12, 2, 0]","[4, 5, 11, 17, 18, 19]"
13761,"[0, 20, 11, 14, 7, 17, 3, 0, 0, 0, 20, 0, 2, 16, 0, 15, 6, 0, 2, 11]","[11, 16, 17, 19]"
13762,"[5, 0, 0, 18, 0, 2, 0, 13, 0, 0, 0, 0, 0, 10, 4, 0, 6, 16, 7, 2]","[1, 4, 8, 14, 17, 19]"
13763,"[16, 6, 7, 15, 7, 17, 5, 0, 13, 14, 3, 15, 20, 16, 0, 18, 0, 0, 0, 11]","[1, 5, 6, 9, 10, 11, 12]"
13764,"[0, 0, 0, 14, 7, 2, 19, 13, 2, 14, 0, 0, 2, 16, 0, 4, 6, 0, 0, 11]","[7, 16, 17, 20]"
13765,"[16, 6, 11, 0, 1, 17, 3, 13, 13, 14, 9, 18, 8, 4, 0, 14, 0, 4, 2, 0]","[5, 8, 11, 12, 14, 19]"
13766,"[0, 0, 0, 18, 0, 17, 0, 0, 2, 14, 0, 18, 0, 16, 4, 0, 6, 16, 2, 13]","[10, 12, 15, 17, 20]"
13767,"[5, 6, 11, 14, 1, 17, 0, 0, 13, 0, 0, 0, 9, 0, 4, 4, 6, 0, 7, 9]","[3, 5, 13, 15, 17]"
13768,"[5, 0, 7, 18, 1, 17, 0, 0, 13, 0, 0, 0, 0, 16, 12, 4, 6, 4, 2, 11]","[1, 3, 4, 9, 15, 17]"
13769,"[16, 0, 7, 14, 7, 2, 19, 13, 0, 0, 20, 0, 0, 4, 16, 14, 0, 4, 7, 2]","[6, 7, 8, 11, 18]"
13770,"[5, 0, 7, 0, 0, 17, 0, 0, 13, 14, 0, 15, 2, 0, 0, 18, 0, 12, 7, 2]","[1, 6, 9, 10, 18, 19]"
13771,"[5, 9, 11, 18, 1, 17, 3, 13, 0, 14, 20, 18, 0, 10, 0, 0, 6, 16, 0, 11]","[5, 8, 11, 12, 14, 17]"
13772,"[0, 0, 7, 0, 7, 2, 19, 0, 13, 14, 0, 18, 8, 0, 0, 15, 6, 0, 0, 0]","[7, 10, 12, 13, 17]"
13773,"[5, 13, 7, 0, 0, 2, 0, 13, 0, 14, 0, 18, 2, 0, 0, 0, 6, 4, 2, 9]","[1, 8, 10, 17, 18, 19]"
13774,"[5, 19, 0, 16, 0, 0, 19, 0, 2, 0, 0, 0, 9, 4, 0, 0, 0, 12, 0, 0]","[7, 13, 18]"
13775,"[16, 6, 11, 0, 7, 17, 0, 13, 20, 14, 20, 0, 20, 16, 0, 4, 0, 16, 2, 13]","[5, 6, 8, 10, 11, 18]"
13776,"[16, 0, 7, 16, 1, 17, 3, 0, 11, 0, 0, 0, 0, 0, 16, 4, 6, 0, 7, 0]","[5, 7, 9, 15, 17]"
13777,"[16, 0, 0, 0, 7, 17, 3, 0, 13, 0, 0, 0, 9, 0, 12, 4, 6, 12, 0, 9]","[7, 17, 18, 20]"
13778,"[5, 19, 0, 15, 1, 0, 0, 13, 20, 14, 9, 18, 8, 0, 4, 18, 0, 16, 0, 9]","[5, 8, 10, 11, 12, 15]"
13779,"[0, 6, 11, 15, 0, 0, 0, 13, 0, 0, 20, 0, 8, 0, 4, 0, 0, 0, 2, 11]","[8, 11, 15, 19]"
13780,"[0, 13, 11, 18, 7, 0, 19, 13, 0, 14, 0, 15, 0, 0, 12, 18, 6, 12, 2, 0]","[3, 8, 15, 16, 17, 19]"
13781,"[16, 19, 0, 14, 0, 0, 19, 0, 0, 0, 20, 18, 0, 10, 16, 1, 6, 0, 7, 0]","[11, 14, 16, 17, 19]"
13782,"[16, 0, 7, 14, 1, 2, 0, 13, 0, 0, 0, 18, 2, 16, 4, 0, 0, 0, 7, 13]","[5, 6, 8, 12, 15]"
13783,"[5, 0, 11, 0, 7, 0, 5, 13, 11, 0, 20, 15, 8, 0, 0, 18, 0, 12, 7, 13]","[1, 9, 13, 18, 19]"
13784,"[5, 20, 11, 0, 0, 0, 3, 13, 0, 14, 0, 15, 20, 16, 4, 0, 0, 12, 7, 0]","[1, 10, 13, 18, 19]"
13785,"[5, 0, 0, 0, 1, 0, 19, 0, 20, 0, 3, 18, 0, 0, 4, 0, 6, 12, 0, 13]","[5, 11, 12, 15, 17, 20]"
13786,"[5, 0, 11, 0, 7, 0, 3, 0, 0, 14, 0, 0, 0, 0, 4, 0, 6, 0, 0, 0]","[1, 3, 10, 15, 17]"
13787,"[16, 0, 0, 14, 0, 2, 19, 13, 11, 14, 0, 0, 2, 4, 0, 0, 6, 16, 0, 2]","[7, 10, 17, 18, 20]"
13788,"[5, 9, 7, 0, 0, 0, 0, 13, 0, 14, 20, 18, 2, 10, 12, 0, 0, 0, 0, 0]","[1, 3, 8, 11, 14, 15]"
13789,"[16, 0, 0, 0, 7, 0, 3, 0, 0, 0, 3, 0, 2, 0, 12, 18, 0, 12, 7, 2]","[5, 11, 15, 16, 20]"
13790,"[0, 0, 7, 0, 0, 2, 5, 0, 2, 14, 9, 0, 2, 0, 4, 14, 6, 0, 0, 13]","[7, 10, 15, 17, 20]"
13791,"[16, 13, 11, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 4, 0, 4, 0, 4, 7, 0]","[2, 11, 18, 19]"
13792,"[16, 6, 11, 16, 0, 0, 5, 13, 20, 14, 0, 0, 0, 0, 0, 14, 0, 4, 0, 0]","[3, 7, 8, 10, 18]"
13793,"[0, 0, 11, 14, 1, 0, 5, 0, 20, 14, 20, 15, 8, 0, 0, 0, 6, 0, 0, 9]","[3, 7, 10, 12, 13, 17]"
13794,"[5, 20, 7, 0, 7, 17, 5, 0, 0, 14, 20, 18, 20, 10, 16, 4, 6, 0, 0, 0]","[7, 10, 12, 13, 15, 17]"
13795,"[0, 6, 0, 15, 0, 2, 19, 13, 20, 14, 3, 0, 9, 0, 12, 14, 6, 12, 2, 9]","[8, 11, 16, 17, 18, 19]"
13796,"[0, 19, 0, 0, 0, 2, 0, 13, 20, 0, 0, 18, 9, 4, 0, 0, 0, 16, 2, 9]","[8, 12, 14, 19]"
13797,"[0, 0, 7, 16, 7, 0, 3, 0, 13, 0, 9, 0, 8, 16, 0, 15, 6, 16, 7, 13]","[17, 18, 19, 20]"
13798,"[16, 0, 0, 18, 7, 0, 0, 0, 0, 14, 9, 18, 20, 0, 12, 0, 6, 0, 0, 0]","[1, 5, 10, 12, 13, 17]"
13799,"[16, 0, 7, 0, 1, 17, 19, 13, 0, 14, 9, 15, 0, 10, 0, 0, 6, 16, 7, 2]","[5, 7, 8, 10, 11, 12, 17, 18]"
13800,"[0, 0, 0, 15, 7, 17, 0, 13, 20, 0, 0, 18, 0, 10, 0, 0, 0, 16, 2, 0]","[5, 6, 9, 12, 14]"
13801,"[5, 6, 0, 14, 0, 17, 0, 0, 20, 14, 0, 0, 8, 16, 4, 0, 0, 0, 7, 11]","[1, 6, 10, 13, 15, 19, 20]"
13802,"[5, 9, 11, 18, 7, 0, 5, 13, 11, 0, 0, 0, 8, 0, 0, 18, 6, 12, 0, 9]","[7, 9, 13, 17, 18]"
13803,"[0, 0, 0, 0, 7, 0, 3, 13, 20, 14, 20, 0, 20, 16, 0, 0, 0, 0, 7, 2]","[8, 11, 14, 19]"
13804,"[0, 13, 7, 16, 0, 0, 5, 13, 20, 0, 20, 0, 9, 0, 4, 1, 6, 4, 7, 0]","[8, 11, 17, 18, 19]"
13805,"[16, 0, 7, 15, 1, 2, 0, 0, 2, 14, 3, 18, 2, 16, 4, 0, 0, 0, 7, 0]","[5, 10, 11, 12, 13, 15]"
13806,"[0, 19, 11, 0, 1, 0, 0, 13, 2, 14, 3, 0, 20, 0, 16, 0, 0, 16, 7, 0]","[8, 10, 11, 18, 19]"
13807,"[5, 0, 7, 14, 0, 2, 0, 0, 2, 14, 9, 15, 2, 0, 16, 15, 6, 12, 2, 9]","[1, 11, 16, 17, 18, 19]"
13808,"[16, 20, 7, 14, 0, 2, 3, 13, 20, 14, 3, 0, 0, 0, 4, 0, 6, 16, 0, 13]","[10, 11, 17, 18, 20]"
13809,"[5, 0, 0, 0, 1, 2, 5, 13, 0, 0, 0, 0, 2, 0, 0, 0, 6, 0, 7, 0]","[1, 8, 17, 19]"
13810,"[0, 13, 7, 18, 0, 2, 0, 0, 13, 0, 20, 15, 20, 4, 4, 0, 6, 16, 2, 2]","[11, 12, 17, 18, 19]"
13811,"[16, 0, 11, 15, 7, 2, 0, 0, 2, 0, 20, 0, 8, 0, 4, 1, 6, 12, 2, 13]","[11, 16, 17, 18, 19]"
13812,"[5, 19, 11, 0, 7, 2, 3, 13, 0, 14, 0, 0, 2, 16, 16, 0, 0, 4, 7, 0]","[1, 3, 6, 8, 10, 18]"
13813,"[5, 0, 7, 15, 0, 0, 3, 0, 0, 0, 0, 18, 0, 4, 12, 15, 6, 0, 7, 0]","[1, 12, 14, 17, 19]"
13814,"[16, 0, 7, 0, 7, 2, 0, 0, 2, 14, 0, 0, 9, 0, 16, 18, 6, 0, 2, 0]","[5, 10, 13, 15, 17]"
13815,"[5, 20, 7, 0, 7, 0, 0, 0, 20, 14, 0, 15, 2, 10, 0, 0, 6, 4, 0, 11]","[1, 3, 10, 12, 13, 17, 18]"
13816,"[0, 0, 7, 0, 1, 0, 0, 0, 11, 14, 9, 0, 2, 16, 12, 0, 6, 0, 2, 2]","[5, 10, 11, 15, 17, 19]"
13817,"[16, 9, 0, 0, 0, 17, 3, 13, 2, 0, 20, 18, 8, 10, 0, 0, 0, 4, 2, 11]","[6, 7, 12, 13, 14, 20]"
13818,"[5, 0, 11, 0, 7, 0, 0, 13, 0, 14, 9, 18, 20, 10, 12, 1, 6, 12, 0, 0]","[8, 11, 14, 16, 17, 18]"
13819,"[5, 6, 7, 14, 1, 0, 5, 13, 0, 0, 20, 15, 20, 4, 4, 18, 0, 0, 7, 11]","[1, 8, 11, 12, 14, 19]"
13820,"[16, 0, 11, 18, 7, 0, 19, 13, 0, 0, 3, 18, 8, 10, 0, 0, 0, 12, 2, 0]","[8, 11, 14, 18, 19]"
13821,"[0, 0, 0, 16, 7, 0, 0, 13, 11, 14, 9, 0, 2, 16, 0, 0, 6, 4, 7, 0]","[8, 10, 11, 17, 18, 19]"
13822,"[0, 13, 7, 15, 7, 2, 5, 0, 20, 14, 0, 18, 0, 16, 16, 0, 6, 0, 0, 11]","[7, 10, 12, 15, 17, 20]"
13823,"[0, 0, 0, 15, 0, 0, 3, 0, 0, 14, 3, 0, 20, 0, 4, 0, 6, 12, 7, 11]","[10, 17, 18, 19, 20]"
13824,"[16, 19, 11, 16, 7, 17, 5, 0, 2, 14, 0, 18, 0, 4, 16, 0, 0, 4, 0, 0]","[3, 6, 7, 10, 12, 15]"
13825,"[5, 13, 0, 14, 0, 17, 0, 13, 20, 0, 3, 18, 8, 16, 16, 4, 0, 0, 7, 0]","[6, 11, 12, 13, 15, 19]"
13826,"[16, 0, 11, 0, 1, 0, 5, 0, 0, 14, 0, 0, 0, 10, 4, 0, 0, 0, 2, 0]","[3, 7, 10, 15, 19]"
13827,"[16, 9, 11, 14, 0, 17, 3, 13, 2, 14, 3, 0, 0, 0, 16, 14, 0, 16, 0, 0]","[6, 8, 10, 11, 18]"
13828,"[16, 9, 0, 14, 1, 0, 3, 13, 13, 14, 20, 15, 0, 10, 4, 1, 6, 0, 0, 0]","[5, 8, 11, 12, 14, 17]"
13829,"[0, 9, 11, 16, 0, 0, 5, 13, 0, 14, 0, 15, 8, 10, 0, 14, 6, 0, 2, 13]","[3, 7, 8, 12, 14, 17, 19]"
13830,"[5, 20, 0, 0, 0, 17, 0, 0, 0, 14, 9, 18, 0, 16, 4, 0, 0, 16, 0, 11]","[1, 6, 10, 12, 15, 20]"
13831,"[0, 0, 0, 0, 0, 0, 5, 13, 11, 0, 0, 15, 20, 0, 16, 0, 0, 16, 2, 0]","[7, 8, 12, 18, 19]"
13832,"[16, 0, 0, 16, 1, 17, 0, 13, 13, 0, 0, 0, 8, 0, 4, 0, 0, 4, 7, 0]","[6, 13, 18, 19]"
13833,"[0, 20, 11, 0, 0, 17, 0, 0, 13, 0, 3, 15, 9, 4, 4, 0, 6, 0, 2, 2]","[11, 12, 14, 17, 20]"
13834,"[0, 13, 0, 0, 7, 0, 3, 13, 2, 14, 0, 0, 0, 0, 0, 15, 6, 4, 0, 9]","[7, 10, 17, 18, 20]"
13835,"[16, 13, 11, 0, 0, 17, 0, 13, 0, 0, 0, 0, 20, 10, 0, 0, 6, 4, 0, 13]","[3, 13, 17, 18]"
13836,"[5, 0, 0, 0, 1, 0, 0, 13, 0, 14, 0, 0, 0, 4, 16, 14, 0, 0, 2, 0]","[5, 8, 10, 15, 19]"
13837,"[5, 0, 11, 0, 1, 2, 0, 0, 20, 14, 20, 18, 0, 0, 0, 0, 6, 0, 0, 11]","[5, 10, 12, 17, 20]"
13838,"[0, 9, 0, 14, 0, 2, 0, 0, 13, 0, 20, 18, 0, 16, 0, 1, 0, 0, 7, 0]","[11, 12, 14, 19]"
13839,"[5, 9, 11, 16, 7, 2, 5, 0, 13, 0, 0, 0, 9, 16, 16, 0, 6, 0, 2, 0]","[3, 7, 15, 17, 19]"
13840,"[16, 0, 7, 16, 0, 17, 0, 13, 0, 14, 9, 18, 0, 4, 12, 0, 0, 4, 7, 9]","[1, 6, 8, 10, 11, 12, 19]"
13841,"[16, 0, 7, 0, 0, 17, 3, 0, 11, 14, 3, 0, 9, 0, 4, 0, 6, 0, 2, 11]","[10, 11, 15, 17, 19]"
13842,"[16, 19, 0, 0, 0, 0, 5, 13, 0, 0, 3, 0, 8, 0, 12, 0, 6, 12, 0, 9]","[11, 13, 17, 18]"
13843,"[5, 0, 11, 15, 0, 2, 0, 0, 20, 0, 3, 18, 20, 10, 0, 0, 0, 12, 2, 0]","[1, 4, 11, 14, 18, 19]"
13844,"[5, 13, 11, 18, 7, 2, 0, 0, 13, 0, 9, 0, 9, 0, 0, 1, 0, 0, 2, 9]","[4, 5, 6, 11]"
13845,"[5, 0, 11, 0, 7, 2, 5, 0, 0, 0, 0, 18, 9, 0, 0, 4, 6, 0, 2, 9]","[3, 7, 16, 17, 19]"
13846,"[0, 0, 0, 18, 7, 2, 5, 13, 20, 14, 9, 18, 0, 4, 12, 4, 0, 0, 7, 9]","[6, 7, 8, 11, 12, 14]"
13847,"[16, 0, 0, 0, 1, 17, 0, 13, 0, 0, 0, 15, 9, 4, 0, 18, 6, 16, 0, 13]","[5, 12, 17, 18, 20]"
13848,"[16, 0, 0, 0, 7, 2, 5, 13, 20, 0, 20, 18, 9, 0, 12, 14, 6, 4, 2, 9]","[7, 8, 11, 15, 16, 17, 19]"
13849,"[0, 6, 11, 0, 1, 17, 19, 13, 0, 14, 0, 15, 0, 10, 0, 0, 6, 0, 2, 11]","[3, 5, 8, 12, 14, 17, 19]"
13850,"[0, 13, 7, 15, 7, 0, 5, 13, 0, 0, 0, 18, 0, 0, 12, 14, 6, 16, 7, 9]","[15, 16, 17, 19, 20]"
13851,"[16, 9, 7, 16, 7, 0, 0, 13, 2, 0, 0, 15, 0, 0, 16, 0, 0, 12, 0, 11]","[1, 5, 12, 20]"
13852,"[16, 0, 11, 16, 7, 17, 5, 13, 0, 0, 0, 15, 2, 16, 0, 0, 6, 0, 2, 13]","[3, 7, 8, 12, 14, 17, 19]"
13853,"[0, 13, 11, 18, 0, 2, 0, 0, 13, 0, 0, 15, 20, 4, 0, 18, 6, 12, 0, 9]","[3, 12, 13, 14, 17]"
13854,"[5, 9, 11, 18, 1, 0, 19, 13, 0, 14, 0, 0, 0, 4, 16, 14, 0, 16, 2, 2]","[3, 5, 8, 10, 18, 19]"
13855,"[16, 6, 7, 15, 1, 17, 3, 13, 0, 14, 0, 0, 0, 16, 12, 4, 0, 0, 7, 13]","[5, 6, 7, 10, 15, 20]"
13856,"[0, 0, 7, 14, 1, 17, 3, 13, 2, 14, 0, 0, 8, 4, 16, 18, 6, 16, 7, 0]","[5, 7, 10, 13, 17, 18]"
13857,"[0, 6, 11, 14, 0, 17, 0, 0, 13, 14, 3, 15, 20, 0, 4, 0, 6, 0, 7, 0]","[9, 10, 11, 15, 17, 19]"
13858,"[5, 19, 0, 16, 0, 17, 0, 0, 20, 0, 3, 15, 8, 4, 0, 0, 0, 0, 0, 0]","[1, 2, 6, 11, 12, 13, 14]"
13859,"[16, 0, 0, 0, 7, 0, 19, 0, 0, 14, 0, 18, 9, 0, 12, 18, 0, 4, 2, 11]","[1, 7, 10, 12, 20]"
13860,"[5, 0, 7, 18, 7, 0, 19, 13, 2, 0, 9, 18, 0, 10, 0, 0, 6, 12, 7, 9]","[1, 8, 11, 14, 17, 18, 19]"
13861,"[5, 0, 0, 0, 0, 2, 0, 13, 2, 14, 0, 0, 0, 0, 0, 14, 6, 0, 2, 9]","[1, 8, 16, 17, 19]"
13862,"[16, 9, 0, 16, 7, 0, 5, 13, 20, 0, 3, 15, 8, 10, 16, 18, 6, 4, 7, 9]","[11, 13, 14, 16, 17, 19]"
13863,"[5, 0, 7, 14, 1, 2, 0, 13, 2, 14, 20, 0, 8, 16, 0, 4, 6, 16, 2, 11]","[5, 8, 10, 11, 17, 18, 19]"
13864,"[0, 13, 7, 16, 7, 0, 5, 0, 20, 14, 9, 15, 9, 16, 0, 4, 0, 4, 0, 0]","[7, 10, 12, 13, 18]"
13865,"[5, 0, 11, 16, 0, 0, 19, 13, 0, 0, 20, 15, 8, 16, 12, 0, 6, 16, 7, 0]","[8, 11, 12, 17, 18, 19]"
13866,"[0, 0, 0, 14, 7, 17, 5, 13, 2, 14, 9, 18, 20, 0, 12, 4, 0, 0, 2, 9]","[7, 8, 10, 11, 15, 19]"
13867,"[0, 19, 11, 16, 0, 2, 0, 13, 0, 0, 3, 0, 2, 16, 16, 0, 6, 4, 7, 13]","[11, 17, 18, 19, 20]"
13868,"[16, 6, 7, 16, 7, 0, 5, 0, 11, 14, 0, 0, 20, 0, 4, 15, 6, 16, 0, 11]","[7, 10, 17, 18, 20]"
13869,"[5, 0, 0, 18, 0, 17, 0, 0, 2, 14, 20, 18, 0, 16, 4, 0, 0, 0, 2, 0]","[1, 10, 11, 12, 15, 19]"
13870,"[0, 0, 0, 0, 0, 17, 5, 13, 20, 14, 20, 0, 0, 0, 16, 18, 0, 16, 2, 9]","[7, 8, 10, 11, 18, 19]"
13871,"[0, 20, 11, 14, 7, 2, 3, 0, 11, 0, 9, 0, 0, 0, 16, 0, 0, 12, 7, 13]","[4, 5, 6, 11, 18]"
13872,"[0, 6, 0, 15, 0, 2, 5, 0, 11, 14, 20, 0, 0, 0, 0, 15, 0, 12, 2, 9]","[7, 11, 16, 18, 19]"
13873,"[16, 9, 11, 18, 1, 0, 0, 13, 2, 14, 0, 0, 2, 0, 12, 15, 0, 0, 0, 0]","[3, 5, 10, 13, 15]"
13874,"[0, 0, 11, 0, 1, 0, 3, 0, 2, 0, 9, 0, 0, 0, 16, 15, 6, 0, 0, 0]","[5, 7, 9, 15, 17]"
13875,"[0, 0, 7, 18, 0, 2, 0, 0, 0, 14, 9, 18, 0, 0, 4, 18, 0, 12, 7, 9]","[3, 6, 10, 11, 12, 15]"
13876,"[5, 0, 11, 0, 0, 2, 19, 13, 0, 14, 0, 15, 0, 4, 4, 0, 0, 4, 2, 9]","[3, 6, 7, 8, 10, 12, 18]"
13877,"[0, 19, 0, 0, 0, 17, 5, 13, 20, 0, 3, 0, 0, 16, 16, 0, 0, 16, 0, 9]","[6, 8, 11, 18]"
13878,"[5, 6, 7, 0, 0, 17, 0, 13, 0, 14, 0, 18, 2, 4, 4, 15, 0, 16, 7, 13]","[1, 6, 10, 12, 15, 19, 20]"
13879,"[16, 19, 7, 0, 0, 17, 3, 13, 0, 0, 3, 15, 2, 16, 12, 18, 0, 0, 2, 0]","[8, 11, 15, 16, 19]"
13880,"[16, 0, 11, 16, 1, 17, 0, 13, 2, 14, 20, 18, 8, 0, 16, 4, 6, 4, 0, 2]","[5, 8, 10, 11, 12, 15, 17]"
13881,"[16, 19, 7, 14, 1, 0, 3, 0, 0, 0, 0, 0, 8, 16, 0, 14, 0, 12, 7, 9]","[4, 5, 7, 18, 20]"
13882,"[0, 0, 0, 18, 0, 2, 3, 13, 2, 14, 3, 18, 0, 4, 16, 0, 6, 12, 0, 0]","[9, 10, 11, 12, 15, 17]"
13883,"[5, 20, 7, 15, 7, 0, 3, 0, 0, 14, 0, 15, 8, 0, 16, 0, 6, 12, 0, 0]","[1, 3, 10, 13, 17, 18]"
13884,"[5, 0, 7, 18, 7, 0, 0, 13, 13, 14, 20, 15, 8, 10, 16, 0, 6, 4, 0, 11]","[1, 3, 8, 10, 11, 12, 17, 18]"
13885,"[5, 0, 0, 16, 0, 0, 19, 0, 11, 14, 0, 15, 0, 0, 4, 4, 6, 4, 2, 2]","[7, 10, 12, 17, 18, 20]"
13886,"[0, 9, 0, 0, 1, 0, 19, 0, 20, 14, 20, 0, 0, 16, 4, 15, 6, 12, 0, 0]","[5, 7, 10, 11, 17, 18]"
13887,"[16, 19, 0, 0, 0, 0, 0, 0, 20, 14, 3, 18, 20, 4, 4, 18, 6, 16, 0, 11]","[10, 12, 15, 17, 20]"
13888,"[0, 19, 0, 0, 1, 17, 0, 13, 13, 14, 20, 0, 2, 10, 0, 4, 6, 4, 7, 2]","[8, 10, 11, 17, 18, 19]"
13889,"[0, 20, 0, 0, 0, 17, 0, 0, 20, 14, 0, 15, 20, 10, 12, 18, 6, 16, 2, 11]","[14, 15, 16, 17, 20]"
13890,"[5, 13, 0, 0, 0, 0, 0, 0, 20, 14, 9, 0, 8, 16, 0, 18, 6, 0, 0, 9]","[1, 16, 17, 20]"
13891,"[5, 19, 7, 0, 7, 17, 5, 13, 13, 0, 0, 15, 0, 0, 0, 1, 6, 16, 7, 11]","[2, 5, 6, 12, 18, 20]"
13892,"[0, 0, 7, 0, 0, 2, 19, 13, 11, 14, 3, 0, 0, 0, 12, 1, 6, 16, 7, 0]","[8, 11, 15, 16, 17, 19]"
13893,"[16, 13, 7, 0, 7, 2, 3, 13, 0, 14, 3, 18, 9, 16, 4, 4, 0, 0, 0, 9]","[5, 6, 8, 10, 11, 12, 15]"
13894,"[5, 13, 0, 16, 7, 2, 0, 0, 20, 14, 9, 15, 9, 0, 12, 1, 0, 16, 2, 13]","[5, 6, 10, 11, 12, 18]"
13895,"[16, 0, 0, 16, 1, 0, 0, 13, 13, 14, 3, 15, 8, 10, 0, 0, 6, 16, 0, 11]","[5, 10, 12, 13, 17, 18, 20]"
13896,"[16, 19, 0, 15, 0, 0, 5, 13, 13, 0, 20, 0, 0, 10, 0, 4, 6, 0, 2, 2]","[4, 7, 8, 11, 14, 17, 19]"
13897,"[16, 20, 7, 0, 7, 17, 5, 13, 0, 14, 0, 0, 0, 0, 4, 0, 0, 12, 0, 0]","[6, 7, 8, 10, 18]"
13898,"[5, 20, 7, 18, 0, 17, 0, 13, 13, 14, 20, 18, 0, 4, 4, 1, 0, 4, 7, 2]","[1, 6, 8, 10, 11, 12, 15, 19]"
13899,"[16, 0, 11, 18, 0, 2, 3, 0, 13, 14, 0, 0, 0, 4, 4, 4, 0, 12, 2, 11]","[7, 10, 18, 20]"
13900,"[0, 9, 0, 0, 0, 0, 5, 13, 20, 14, 0, 18, 9, 0, 4, 18, 6, 16, 0, 0]","[7, 10, 12, 13, 15, 17]"
13901,"[5, 20, 0, 0, 0, 0, 0, 0, 0, 14, 0, 15, 0, 0, 16, 4, 6, 0, 7, 0]","[1, 10, 12, 17, 19]"
13902,"[5, 0, 0, 15, 0, 2, 19, 13, 0, 0, 20, 0, 2, 0, 0, 0, 0, 16, 7, 13]","[6, 7, 8, 11, 18]"
13903,"[16, 6, 0, 0, 7, 2, 3, 0, 20, 0, 9, 15, 8, 16, 12, 1, 0, 0, 0, 2]","[5, 6, 11, 12, 14]"
13904,"[16, 0, 11, 0, 0, 0, 19, 13, 0, 14, 20, 15, 8, 0, 16, 0, 6, 12, 2, 0]","[1, 8, 10, 11, 12, 17, 19]"
13905,"[16, 0, 0, 0, 0, 2, 0, 13, 0, 0, 3, 15, 20, 0, 16, 0, 6, 0, 7, 13]","[1, 11, 12, 17, 19, 20]"
13906,"[16, 0, 11, 0, 7, 2, 19, 0, 0, 14, 9, 0, 9, 10, 4, 15, 6, 12, 0, 2]","[3, 7, 13, 14, 16, 17, 18]"
13907,"[0, 0, 11, 0, 7, 0, 0, 13, 2, 0, 9, 0, 9, 0, 16, 0, 0, 12, 2, 2]","[8, 11, 18, 19]"
13908,"[5, 9, 11, 0, 7, 2, 0, 0, 0, 0, 0, 18, 20, 16, 4, 0, 0, 12, 0, 11]","[1, 3, 12, 13, 15]"
13909,"[16, 19, 0, 18, 1, 0, 0, 13, 0, 0, 3, 15, 2, 0, 0, 1, 6, 0, 7, 9]","[1, 8, 11, 12, 17, 19]"
13910,"[0, 0, 7, 16, 7, 2, 19, 13, 20, 14, 0, 15, 0, 16, 4, 0, 0, 12, 2, 9]","[6, 7, 8, 12, 14]"
13911,"[5, 9, 7, 0, 1, 0, 5, 13, 11, 14, 3, 18, 9, 4, 0, 0, 6, 0, 0, 0]","[5, 8, 11, 12, 14, 17]"
13912,"[0, 0, 11, 14, 0, 0, 0, 13, 2, 14, 9, 0, 20, 0, 0, 4, 0, 16, 7, 11]","[8, 10, 11, 18, 19]"
13913,"[16, 0, 0, 0, 0, 2, 0, 13, 0, 14, 3, 18, 8, 10, 12, 0, 6, 4, 7, 11]","[1, 10, 12, 13, 17, 19, 20]"
13914,"[16, 19, 0, 0, 1, 0, 0, 13, 11, 0, 0, 0, 20, 10, 0, 0, 6, 16, 7, 0]","[13, 17, 18, 19]"
13915,"[0, 20, 0, 0, 7, 0, 5, 13, 20, 0, 20, 0, 9, 0, 4, 4, 0, 12, 7, 2]","[8, 11, 18, 19]"
13916,"[5, 13, 7, 15, 0, 17, 3, 0, 0, 0, 3, 0, 2, 0, 0, 18, 6, 4, 7, 0]","[1, 2, 6, 11, 18, 19]"
13917,"[0, 9, 11, 0, 1, 17, 0, 13, 2, 14, 20, 18, 9, 10, 16, 14, 6, 12, 2, 0]","[5, 8, 10, 11, 12, 15, 17, 19]"
13918,"[16, 19, 0, 0, 1, 17, 19, 0, 11, 14, 9, 18, 0, 10, 16, 15, 6, 0, 0, 11]","[5, 7, 10, 12, 15, 17, 20]"
13919,"[16, 6, 0, 18, 0, 0, 0, 13, 2, 0, 20, 15, 20, 10, 16, 18, 6, 0, 2, 0]","[8, 11, 14, 16, 17, 19]"
13920,"[5, 20, 0, 15, 1, 0, 0, 13, 0, 0, 0, 0, 0, 0, 4, 14, 6, 16, 7, 2]","[1, 8, 16, 17, 19]"
13921,"[5, 0, 0, 14, 7, 17, 19, 13, 13, 14, 3, 18, 8, 10, 12, 0, 0, 16, 7, 11]","[1, 6, 13, 14, 15, 19, 20]"
